"","Anio","Razon.Social","GrupoVentas","Nit","CostosSobreVentas","DTF","Desempleo","GasolCte","TRM","IPP","IPC"
"34","2017","VEHICULOS DEL CAMINO SAS","medio_alto",811010832,1.00137410471192,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"35","2017","AUTOSUPERIOR S,A.S","medio_bajo",800029569,1.0016236815093,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"36","2017","NEOHYUNDAI S.A.S.","alto",900878893,1.13974647016032,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"37","2017","AUTOMOTORA S.A.S","bajo",800149138,1.00063966958799,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"38","2017","C I TOYOTA TSUSHO DE COLOMBIA S A","medio_alto",900229376,0.987317814026743,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"39","2017","Scania Colombia SAS","medio_alto",900353873,0.957596809557781,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"40","2017","DERCO COLOMBIA SAS","alto",900327290,1.03532910690609,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"41","2017","MARKIA S.A","bajo",800215496,1.01444309739358,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"42","2017","MOTORES DEL VALLE MOTOVALLE S. A. S.","alto",890301680,0.983873271955457,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"43","2017","SSANGYONG MOTOR COLOMBIA SA","bajo",805026621,1.23300399905518,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"44","2017","MARCALI INTERNACIONAL S.A.","bajo",800215494,1.01206219476016,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"45","2017","MARCALI S.A.","medio_bajo",860001576,1.00060616955696,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"46","2017","AUTOMOTORES COMAGRO SAS","medio_bajo",830006901,0.994902935078268,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"47","2017","AUTOMOTRIZ ESCANDINAVA S.A.S.","medio_bajo",900241784,0.96127646477143,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"48","2017","VOLVO GROUP COLOMBIA S.A.S.","medio_alto",900315569,0.87502569749929,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"49","2017","DISTRIBUIDOR HINO DE COLOMBIA","alto",900759679,0.963712251881572,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"50","2017","PARRA ARANGO Y CIA S.A.","bajo",860508936,1.03432777855564,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"51","2017","AUTOMAX S.A.S","bajo",900707055,1.01767372280729,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"52","2017","LOS COCHES CJDR SAS","bajo",900622968,0.994287482816514,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"53","2017","MAZDA DE COLOMBIA S.A.S","alto",900703240,0.945162677383634,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"54","2017","CASA TORO DE LA SABANA SAS","bajo",900283099,0.988717405030944,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"55","2017","GLOBAL CAR WORLD SAS","bajo",900871523,1.14919129711945,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"56","2017","PORSCHE COLOMBIA S.A.S.","alto",900466209,0.981394844930636,5.98916666666667,9.37803886871435,8519.06166666667,2951.27083333333,126.22,96.92
"57","2018","SSANGYONG MOTOR COLOMBIA SA","bajo",805026621,1.04318443530601,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"58","2018","MOTORES DEL VALLE MOTOVALLE S. A. S.","alto",890301680,0.980361874922309,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"59","2018","AUTOMOTORES COMERCIALES AUTOCOM SA","medio_alto",900108579,1.09815208090287,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"60","2018","MARCALI S.A.","medio_bajo",860001576,0.989628321324555,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"61","2018","VOLVO GROUP COLOMBIA S.A.S.","medio_alto",900315569,0.923664993300445,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"62","2018","KENWORTH DE LA MONTAÑA SAS","medio_alto",800125639,1.01813627054577,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"63","2018","AUTOMOTORES COMAGRO SAS","medio_bajo",830006901,0.987313896911351,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"64","2018","AUTOMOTORA S.A.S","bajo",800149138,0.992202532433421,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"65","2018","VEHICULOS DEL CAMINO SAS","medio_alto",811010832,1.00510704343593,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"66","2018","AUTOMOTRIZ ESCANDINAVA S.A.S.","medio_bajo",900241784,0.963692983416892,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"67","2018","AUTOMAX S.A.S","bajo",900707055,1.01534660687875,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"68","2018","AUTOSUPERIOR S,A.S","medio_bajo",800029569,1.0104316125782,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"69","2018","C I TOYOTA TSUSHO DE COLOMBIA S A","medio_alto",900229376,0.98506500475114,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"70","2018","DISTRIBUIDOR HINO DE COLOMBIA","alto",900759679,0.951613727490688,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"71","2018","MARKIA S.A","bajo",800215496,1.01493441137166,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"72","2018","PARRA ARANGO Y CIA S.A.","bajo",860508936,1.00193406525871,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"73","2018","CHINA AUMOTRIZ SA EN REORGANIZACION","bajo",830509877,1.06996854385329,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"74","2018","DERCO COLOMBIA SAS","alto",900327290,1.00073714110372,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"75","2018","MAZDA DE COLOMBIA S.A.S","alto",900703240,0.95537446063818,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"76","2018","MARCALI INTERNACIONAL S.A.","bajo",800215494,0.988859801042402,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"77","2018","Scania Colombia SAS","medio_alto",900353873,0.933618626861052,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"78","2018","NEOHYUNDAI S.A.S.","alto",900878893,1.13558092595458,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"79","2018","PORSCHE COLOMBIA S.A.S.","alto",900466209,0.983606226469873,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"80","2018","CASA TORO DE LA SABANA SAS","bajo",900283099,0.956943286071726,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"81","2018","LOS COCHES CJDR SAS","bajo",900622968,1.0168974740389,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"82","2018","DAIMLER COLOMBIA SA","alto",830044266,0.9945196665402,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"83","2018","GLOBAL CAR WORLD SAS","bajo",900871523,1.341620264929,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"84","2018","Industrias Ivor S.A Casa Inglesa","bajo",860001778,0.762944178095056,4.70916666666667,9.68134006811018,9248.16666666667,2956.35666666667,126.64,100
"85","2019","AUTOSUPERIOR S,A.S","medio_bajo",800029569,0.999611031190532,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"86","2019","MARCALI S.A.","medio_bajo",860001576,0.988304293748427,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"87","2019","KENWORTH DE LA MONTAÑA SAS","medio_alto",800125639,0.978797116654177,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"88","2019","AUTOMOTORES COMAGRO SAS","medio_bajo",830006901,0.985121113016233,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"89","2019","MAZDA DE COLOMBIA S.A.S","alto",900703240,0.958485544652564,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"90","2019","AUTOMOTORA S.A.S","bajo",800149138,1.01180935491965,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"91","2019","LOS COCHES CJDR SAS","bajo",900622968,1.02147262808619,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"92","2019","PARRA ARANGO Y CIA S.A.","bajo",860508936,1.00941194506101,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"93","2019","SSANGYONG MOTOR COLOMBIA SA","bajo",805026621,1.06917703787956,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"94","2019","VEHICULOS DEL CAMINO SAS","medio_alto",811010832,1.00713428714304,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"95","2019","DERCO COLOMBIA SAS","alto",900327290,1.00971864986866,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"96","2019","MARKIA S.A","bajo",800215496,0.99564221633149,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"97","2019","MARCALI INTERNACIONAL S.A.","bajo",800215494,0.997241640193004,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"98","2019","Industrias Ivor S.A Casa Inglesa","bajo",860001778,0.808075439658347,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"99","2019","PORSCHE COLOMBIA S.A.S.","alto",900466209,0.978163954071365,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"100","2019","VOLVO GROUP COLOMBIA S.A.S.","medio_alto",900315569,0.886310234065597,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"101","2019","MOTORES DEL VALLE MOTOVALLE S. A. S.","alto",890301680,0.983435093556706,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"102","2019","CHINA AUMOTRIZ SA EN REORGANIZACION","bajo",830509877,1.04225758253126,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"103","2019","GLOBAL CAR WORLD SAS","bajo",900871523,1.15675662957727,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"104","2019","DISTRIBUIDOR HINO DE COLOMBIA","alto",900759679,0.957932515638801,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"105","2019","DAIMLER COLOMBIA SA","alto",830044266,0.981533584025048,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"106","2019","Scania Colombia SAS","medio_alto",900353873,0.964184795952574,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"107","2019","C I TOYOTA TSUSHO DE COLOMBIA S A","medio_alto",900229376,0.986913896015734,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"108","2019","NEOHYUNDAI S.A.S.","alto",900878893,1.12329622946655,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"109","2019","AUTOMAX S.A.S","bajo",900707055,1.00964840481437,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"110","2019","AUTOMOTORES COMERCIALES AUTOCOM SA","medio_alto",900108579,0.997213840400813,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"111","2019","AUTOMOTRIZ ESCANDINAVA S.A.S.","medio_bajo",900241784,0.989708437411229,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
"112","2019","CASA TORO DE LA SABANA SAS","bajo",900283099,0.96797038467729,4.49833333333333,10.5041617653769,9644.08333333333,3281.38833333333,145.82,103.8
